"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","Column1","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"193",226,45.4301016881257,9.19766131031259,"Milan","Milan","Milan","Italy","Italian","1974, 1978",1967,"01/01/1967 00:00","",226,"Liliana Battistelli","Jane Eyre","Bietti","3",NA,"","","Abridged","SBN; Gaudio ref BNCF Marucelliana",NA,""
"194",225,45.4506793863267,9.11393331253833,"Milan","Milan","Milan","Italy","Italian","0",1967,"01/01/1967 00:00","",225,"Unknown","Jane Eyre","AMZ","3",NA,"","","Abridged (140pp.); cover by B. Bodini; illustrated by C. Colombi","SBN",NA,""
"195",269,35.7352906783371,139.767406287728,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1967,"01/01/1967 00:00","",268,"Hanako Muraoka","ジェーン・エア / Jane Eyre","Iwasaki Shoten","1",NA,"","","","",NA,""
"196",260,35.7284691449515,139.794071267344,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1967,"01/01/1967 00:00","",259,"Taeko Kamiyama","ジェーン・エア / Jane Eyre","Obunsha","1",NA,"","","","",NA,""
"197",458,40.459160762382,-3.59940107158471,"Madrid","Madrid","Madrid","Spain","Spanish","1973, 1974, 1984, 1987, 1995, 1997, 1998, 2000, 2003, 2005, 2007, 2011",1967,"01/01/1967 00:00","",457,"Juan G. de Luaces","Jane Eyre","Espasa Calpe","32",NA,"https://www.dropbox.com/s/kpcedvce9vzgyae/1987_de%20Luaces.jpg?dl=0","","First Madrid edition of the translation originally published in Barcelona in 1943. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"198",146,38.021130641397,23.6647353518318,"Athens","Athens","Athens","Greece","Greek","0",1968,"01/01/1968 00:00","",146,"Eletherias Siola (Ελευφεριας Σιολα)","Τζέην Έυρ / Jane Eyre ","Aylos (Αυλος)","1",NA,"https://www.dropbox.com/s/p0fh08ht9bdlf1d/1968_Siola.JPG?dl=0","","Source: Paliovivlia rare and used books","Antique Bookshop - Paliovivlia",NA,""
"199",207,32.0318237857989,34.7676195567183,"Ramat Gan","Ramat Gan","Ramat Gan","Israel/Palestine","Hebrew","0",1968,"01/01/1968 00:00","",207,"Yitzhak Levanon","ג'יין אייר / Jane Eyre  ","Massada Press","1",NA,"","","Abridged","",NA,""
"200",252,35.5848861038479,139.850792693425,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1994",1968,"01/01/1968 00:00","",252,"Ichiro Kono","ジエイン・エア / Jane Eyre"," Chuo Koronsha","2",NA,"","","","",NA,""
"201",254,35.6526509775574,139.806975785302,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1979",1968,"01/01/1968 00:00","",251,"Kenichi Yoshida","ジエイン・エア / Jane Eyre"," Syueisha","2",NA,"","","","",NA,""
"202",283,19.4567483581764,-99.2258231601652,"Mexico City","Mexico City","Mexico City","Mexico","Spanish","0",1968,"01/01/1968 00:00","",283,"Fernando M Ungría","Jane Eyre","Cumbre","4",NA,"","","First Mexico City edition of the translation originally published in Buenos Aires in 1946. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"203",506,40.9431826297655,28.9393585231185,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","1969, 1971, 1975, 1985, 1990, 2007, 2008",1968,"01/01/1968 00:00","",502,"Nihal Yeğinobalı","Jane Eyre","Hayat Yayınları","8",NA,"","","","National Library of Turkey",NA,""
"204",142,37.9931169214062,23.7816674862552,"Athens","Athens","Athens","Greece","Greek","0",1969,"01/01/1969 00:00","",142,"Pipina Tsimikalē (Πιπίνα Τσιμίκαλη)","Τζέην Έυρ / Jane Eyre","Ankyra ( Άγκυρα)","1",NA,"https://www.dropbox.com/s/ugniucdoig9nc8l/1969_Tsimikale.jpg?dl=0","","Juvenile edition","ELC (European Library catalogue)",NA,""
"205",395,37.6275906024864,126.977319928654,"Seoul","Seoul","Seoul","South Korea","Korean","1969, 1976",1969,"01/01/1969 00:00","",394,"Won, UngSeo","제인 에어 / Jane Eyre","Changdosa East-West Cultural History (창도사  동서문화사)","3",NA,"","","","",NA,""
"206",307,52.4455843083997,4.71606633313475,"Haarlem","Haarlem","Haarlem","Netherlands","Dutch","2008",1970,"01/01/1970 00:00","",307,"Clara Eggink","Jane Eyre","Spaarnestad","3",NA,"","","Republished in Amsterdam (1978) and Hilversum (2008)","WorldCat",NA,""
"207",387,37.4940566705903,127.027111605671,"Seoul","Seoul","Seoul","South Korea","Korean","1973",1970,"01/01/1970 00:00","",386,"Yu, JongHo","제인 에어 / Jane Eyre","Donghwa Publisher (동화출판공사 동화출판사)","2",NA,"","","This edition was substantially revised and republished in 2004. after it won the Best Translation of British Classics Prize","",NA,""
"208",NA,-22.9172554285951,-43.29881262241,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Brazil ","Portuguese","0",1970,"01/01/1970 00:00","",NA,"Unknown","Jane Eyre","Editora Vecchi","1",NA,"","","","",NA,""
"209",382,46.6899045868884,16.0814368640512,"Murska Sobota","Murska Sobota","Murska Sobota","Slovenia","Slovenian","1980",1970,"01/01/1970 00:00","",382,"Božena Legiša-Velikonja","Sirota iz Lowooda / Orphan of Lowood ","Pomurska založba","3",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Slovenian/1970%20Legi%C5%A1a-Velikonja.emf?role=personal","","Later republished in Ljubljana","COBISS",NA,""
"210",424,41.3164505531367,2.11651471944828,"Barcelona","Barcelona","Barcelona","Spain","Spanish","1972, 1977",1970,"01/01/1970 00:00","",427,"E. Reguera","Jane Eyre","Rodegar","1",NA,"https://www.dropbox.com/s/16oytcgplbe5hya/1970_Reguera.jpg?dl=0","","","",NA,""
"211",507,41.0781636118418,29.0488592713636,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",1970,"01/01/1970 00:00","",503,"Ömer M. Karacık","Jane Eyre","İnkılâp ve Aka Yayınevi","1",NA,"","","","National Library of Turkey",NA,""
"212",NA,22.6461874389291,120.352146396007,"Kaohsiung","Kaohsiung","Kaohsiung","Taiwan","Chinese","0",1971,"01/01/1971 00:00","01/01/1971",NA,"Zhicheng Zhang (张志成)","简爱 / Jianai / Jane Eyre","Gaoxiong Dazhong Press","",NA,"","","","",NA,""
"213",315,52.0071183158428,5.59581028951819,"Wageningen","Wageningen","Wageningen","Netherlands","Dutch","1974",1971,"01/01/1971 00:00","",315,"M Foeken-Visser","Jane Eyre","L.J. Veen's Uitgeversmij N.V.","12",NA,"https://www.dropbox.com/s/nbom923qo9fonf6/1971%20Foeken-Visser.jpg?dl=0","","First Wagenigen edition of the translation originally published in Amsterdam in 1965","WorldCat",NA,""
"214",263,35.6913542175925,139.791209055143,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1971,"01/01/1971 00:00","",262,"Eiji Shinba","ジェーン・エア / Jane Eyre","Kaiseisha","1",NA,"","","","",NA,""
"215",389,37.5061380051905,126.974397033243,"Seoul","Seoul","Seoul","South Korea","Korean","1975",1971,"01/01/1971 00:00","",388,"Chung, Bongwha","제인 에어 / Jane Eyre","Jeongeumsa (정음사)","2",NA,"","","","",NA,""
"216",388,37.5381777323214,127.0093920863,"Seoul","Seoul","Seoul","South Korea","Korean","1984",1971,"01/01/1971 00:00","",387,"Yun, JongHyuk","제인 에어 / Jane Eyre","Supplement to the April issue of Houewife Life; Daeyang Publisher (주부생활 4월호 부록 /대양출판사)","2",NA,"","","","",NA,""
"217",NA,-22.9971678101211,-43.1823160736084,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Brazil ","Portuguese","198?, 1996",1971,"01/01/1971 00:00","",NA,"Miécio Táti","Jane Eyre","Ediouro","3",NA,"","","Juvenile Edition","",NA,""
"218",NA,46.7890408168286,8.93396291397352,"Mustér ","Mustér ","Mustér ","Switzerland","Romansch","0",1971,"","",NA,"Ida Columberg-Nay","Giuanna Eyre: Roman / Jane Eyre: Novel","In Calender Romontsch ","",NA,"","","Vol. 112, pp. [49]–171. Published by Stamparia de Pl. Condrau. Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"219",550,10.8586563842448,106.603103851417,"Saigon","Saigon","Saigon","Vietnam","Vietnamese","0",1971,"01/01/1971 00:00","",550,"Unknown","Kieu giang / Jane Eyre ","Chieu Duong","1",NA,"","","","WorldCat",NA,""
"220",NA,22.938506761634,120.203134627816,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1972,"01/01/1972 00:00","01/01/1972",NA,"Xiaomei Xu (许小美)","简爱 / Jianai / Jane Eyre","Tainan Xinshiji Press","",NA,"","","First Tainan edition of the translation originally published in Shanghai in 1925","",NA,""
"221",410,37.5990033083959,127.019002307462,"Seoul","Seoul","Seoul","South Korea","Korean","1976, 1977, 1979, 1981",1972,"01/01/1972 00:00","",410,"Jung, SungKuk","제인 에어 / Jane Eyre","Jemun Publisher; Ohseong Publisher; Samgeum Publisher (제문출판사/영흥문화사/흥신문화사/오성출판사/삼금출판사)","5",NA,"","","","",NA,""
"222",460,40.5201603030407,-3.62756563733418,"Madrid","Madrid","Madrid","Spain","Spanish","0",1972,"01/01/1972 00:00","",460,"Camila Batlles","Jane Eyre","Salvat + Alianza Editorial","4",NA,"","","Later republished in Barcelona (1986). Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"223",447,41.3902120375158,2.10294502550063,"Esplugas de Llobregat","Barcelona","Barcelona","Spain","Spanish","1977",1972,"01/01/1972 00:00","",452,"María Fernanda Peredá","Jane Eyre","Plaza & Janés","11",NA,"","","First Barcelona edition of the translation originally published in Madrid in 1947. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"224",NA,23.0771714914341,120.21957411425,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1973,"01/01/1973 00:00","01/01/1973",NA,"Ninglan Lin (林宁兰)","简爱 / Jianai / Jane Eyre","Tainan Wangjia Press","",NA,"","","","",NA,""
"225",86,61.0516495461722,24.4956383880894,"Hämeenlinna","Hämeenlinna","Hämeenlinna","Finland","Finnish","1974, 1985, 1987, 1988, 2000, 2001 (tape), 2008",1973,"01/01/1973 00:00","",86,"Kaarina Ruohtula","Kotiopettajattaren romaani / The Novel of a Governess","Kristo","17",NA,"https://www.dropbox.com/s/vpeurehm3s8ei6h/1987%20Ruohtula%202.jpg?dl=0; https://www.dropbox.com/s/3ludbc13a78y4uc/2008%20Ruohtula.jpg?dl=0; ","","","National Library of Finland: https://kansalliskirjasto.finna.fi.",NA,""
"226",435,41.4910928338122,2.16069019118626,"Barcelona","Barcelona","Barcelona","Spain","Spanish","0",1973,"01/01/1973 00:00","",438,"J. Ribera","Jane Eyre","Petronio","1",NA,"","","","OT (2013)",NA,""
"227",508,41.0092732875603,28.937800302732,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","1974",1973,"01/01/1973 00:00","",504,"Leyla Moralı","Jane Eyre","İnkılâp ve Aka Yayınevi","2",NA,"","","","National Library of Turkey",NA,""
"228",59,45.8633438543549,16.0621898227154,"Zagreb","Zagreb","Zagreb","Croatia","Croatian","1975, 1976",1974,"01/01/1974 00:00","",59,"Giga Gračan & Andrijana Hewitt","Jane Eyre","Nakladni zavod MH","3",NA,"https://www.dropbox.com/s/owurqin6e7i628p/1975%20Gra%C4%8Dan.JPG?dl=0","","Later republished in a modernized version (2008)","IT",NA,""
"229",60,45.8954444439283,15.9276332986789,"Zagreb","Zagreb","Zagreb","Croatia","Croatian","0",1974,"01/01/1974 00:00","",60,"Karlo Budor","Jane Eyre","Naprijed","1",NA,"","","","COBISS",NA,""
"230",227,45.5084474253129,9.24872706157087,"Milan","Milan","Milan","Italy","Italian","1976, 1978, 1980, 1982, 1984, 1986, 1987, 1989, 1990, 1991, 1992, 1995, 1996, 1997, 2004, 2007, 2009, 2012, 2014, 2017",1974,"01/01/1974 00:00","",227,"U. Dèttore","Jane Eyre","Garzanti","22",NA,"","","The 1987 edition has an introduction by Franco Cordelli; 1995 has an introduction by Paolo Ruffilli; 2017 is with Centauria","Gaudio ref BNCF Marucelliana",NA,""
"231",266,35.5822036520838,139.660101306936,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1974,"01/01/1974 00:00","",265,"Koji Oi","ジエイン・エア / Jane Eyre","Kodansha","1",NA,"","","","",NA,""
"232",268,35.619678153077,139.662162340045,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1974,"01/01/1974 00:00","",267,"Yoshiharu Suzuki","ジェーン・エア / Jane Eyre","Syueisha","1",NA,"","","","",NA,""
"233",405,37.6191089949468,126.938936242764,"Seoul","Seoul","Seoul","South Korea","Korean","0",1974,"01/01/1974 00:00","",404,"Yu, Ryung","제인 에어 / Jane Eyre","Whimoon Publisher (휘문출판사)","1",NA,"","","","",NA,""
"234",NA,38.7446916217699,-9.13811494818314,"Lisbon","Lisbon","Lisbon","Portugal","Portuguese","1988",1974,"01/01/1974 00:00","",NA,"Maria das Mercês de Mendonça Soares","Jane Eyre","Verbo","1",NA,"","","","",NA,""
"235",NA,38.7218017889436,-9.16187913788839,"Lisbon","Lisbon","Lisbon","Portugal","Portuguese","0",1974,"01/01/1974 00:00","",NA,"Unknown","Jane Eyre","Emissora Nacional Portuguesa","0",NA,"","","Radio version; never published","",NA,""
"236",NA,-33.4263081094604,-70.7442261164991,"Santiago de Chile","Santiago de Chile","Santiago de Chile","Chile","Spanish","0",1974,"01/01/1974 00:00","",NA,"Jesus Sánchez Díaz","Jane Eyre","Paulinas","",NA,"","","","",NA,""
"237",509,40.9484609462316,29.054680015336,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","1981",1974,"01/01/1974 00:00","",505,"Filiz Borak","Jane Eyre","İnkılâp ve Aka Yayınevi","2",NA,"","","Gençler İçin Uygulanmış' ('Revised for Youth')","National Library of Turkey",NA,""
"238",NA,22.9033797120426,120.174546887016,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1975,"01/01/1975 00:00","01/01/1975",NA,"Mengdai Zhao (赵梦黛)","简爱 / Jianai / Jane Eyre","Tainan Biaozhun Press","",NA,"","","","",NA,""
"239",NA,25.1517328953308,121.551185919068,"Taipei","Taipei","Taipei","Taiwan","Chinese","1984",1975,"01/01/1975 00:00","01/01/1975",NA,"Yundai Liu (刘云迨)","简爱 / Jianai /Jane Eyre","Taipei Wuzhou Press","",NA,"","","","",NA,""
"240",NA,25.0559447596252,121.456838504274,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1975,"01/01/1975 00:00","01/01/1975",NA,"Zhong Wen (文仲)","简爱 / Jianai / Jane Eyre","Taipei Qingliu Press","",NA,"","","","",NA,""
"241",409,37.4636643790538,127.036890756455,"Seoul","Seoul","Seoul","South Korea","Korean","0",1975,"01/01/1975 00:00","",409,"Lee, Jaehun","제인 에어 / Jane Eyre","Minumsa Publisher (삼중당)","1",NA,"","","","",NA,""
"242",342,41.1886079124776,-8.64928501844236,"Porto","Porto","Porto","Portugal","Portuguese","0",1975,"01/01/1975 00:00","",340,"João Cabral do Nascimento","Jane Eyre","Inova","1",NA,"","","","",NA,""
"243",NA,31.4894553042874,74.2550496957074,"Lahore","Lahore","Lahore","Pakistan","Urdu","0",1975,"","",NA,"Saifuddīn Hassām [also romanized Saif-ud-din Hussam, Saifuddin Hassam, Saifuddin Hussam] (سیف الدین حسام) ","جین آئر/ Jane Eyre","Maktabah-e-Shakar","",NA,"","","Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"244",385,37.607366145811,126.95988562128,"Seoul","Seoul","Seoul","South Korea","Korean","1986",1976,"01/01/1976 00:00","",384,"Lee, KunChul","제인 에어 / Jane Eyre","Samsung Publisher (삼성출판사)","2",NA,"","","","",NA,""
"245",273,57.0977101636537,24.3011741182468,"Riga","Riga","Riga","Latvia","Latvian","2008",1976,"01/01/1976 00:00","",273,"Helga Gintere","Džeina Eira: romāns / Jane Eyre: Novel ","Izdevniecība 'Liesma'","2",NA,"https://www.dropbox.com/s/jcclpbb5uswbo7x/1976%20Gintere.jpg?dl=0","","","WorldCat",NA,""
"246",462,40.3307830172212,-3.65879541780885,"Madrid","Madrid","Madrid","Spain","Spanish","0",1976,"01/01/1976 00:00","",462,"Juan Alarcón Benito","Jane Eyre","Alonso","1",NA,"","","Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"247",510,41.0396812067362,28.9859370577645,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",1976,"01/01/1976 00:00","",506,"Emel Ulutaş","Jane Eyre","Oymaktaş Yayınları","1",NA,"","","","National Library of Turkey",NA,""
"248",17,23.818371976285,90.3588579330149,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",1977,"01/01/1977 00:00","",17,"Suraiya Akhtar Begum","জেন আয়ার / Jane Eyre","Muktadhārā ","1",NA,"","","Abridged","IT",NA,""
"249",172,-6.17106608964386,106.854922553661,"Jakarta","Jakarta","Jakarta","Indonesia","Indonesian","0",1977,"01/01/1977 00:00","",173,"Unknown","Jane Eyre","P.T. Gramedia","1",NA,"","","Abridged","WorldCat",NA,""
"250",173,-6.23414906167309,106.761183750859,"Jakarta","Jakarta","Jakarta","Indonesia","Indonesian","0",1977,"","",172,"Yurida Kasmara","Jane Eyre","Pancar Kumala","1",NA,"https://www.dropbox.com/s/0vqzj4p9c8yqyfc/n.d.%20Kasmara.jpg?dl=0","","","WorldCat",NA,""
"251",291,52.433932404983,4.83026580728921,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",1978,"01/01/1978 00:00","",291,"Clara Eggink","Jane Eyre","Amsterdam boek","3",NA,"","","First Amsterdam edition of the translation originally published in Haarlem in 1970","WorldCat",NA,""
"252",332,38.7117888709314,-9.17260093370809,"Lisbon","Lisbon","Lisbon","Portugal","Portuguese","1987, 2007",1978,"01/01/1978 00:00","",330,"Maria Auta Monteiro Costa","A Paixão de Jane Eyre / The Passion of Jane Eyre","Círculo de Leitores","3",NA,"","","","",NA,""
"253",112,50.2068637468073,8.55955254518862,"Frankfurt am Main","Frankfurt","Frankfurt","Germany","German","1986, 1987, 1989, 1990, 1992, 1993, 1994, 1997, 1998, 2004, 2008",1979,"01/01/1979 00:00","",113,"Helmut Kossodo","Jane Eyre, Eine Autobiographie / Jane Eyre, an Autobiography","Insel","11",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1986%20Kossodo.png?role=personal","","","",NA,""
"254",149,40.6274546403652,22.8554247855277,"Thessaloniki","Thessaloniki","Thessaloniki","Greece","Greek","0",1979,"01/01/1979 00:00","",149,"Thanasis Georgiadēs (Θανάσης Γεωργιάδης) ","Τζέην Ἔυρ / Jane Eyre ","Rekos (Ρέκος)","1",NA,"https://www.dropbox.com/s/varh13zukydjp9q/circa%201979_Georgiad%C4%93s.jpg?dl=0","","Date is approximate","ELC (European Library catalogue)",NA,""
"255",281,3.25172435378896,101.78786087137,"Kuala Lumpar","Kuala Lumpar","Kuala Lumpur","Malaysia","Malay","0",1979,"01/01/1979 00:00","",281,"Sharifah Hasnah Abdullah","Jane Eyre","Dewan Bahasa dan Pustaka","1",NA,"","","","WorldCat",NA,""
"256",543,35.3696982081469,-94.3435190220451,"Fort Smith","Fort Smith","Fort Smith","USA","Vietnamese","0",1979,"01/01/1979 00:00","",545,"Hải Thủy Hoàng","Kiè̂u Giang : nguyên bản, Jane Eyre / Jiane Eyre, original, Jane Eyre  ","Só̂ng Mới","1",NA,"","","","WorldCat",NA,""
